id,choice,combo,cage
M7,orange,purple-orange,2B
M11,orange,purple-orange,2B
M7,orange,purple-orange,2B
M11,purple,purple-orange,2B
M11,orange,purple-orange,2B
M8,orange,purple-orange,2B
M8,orange,purple-orange,2B
M8,orange,purple-orange,2B
M8,orange,purple-orange,2B
M8,orange,purple-orange,2B
M8,orange,purple-orange,2B
M8,orange,purple-orange,2B
M11,orange,purple-orange,2B
M11,purple,purple-red,2B
M11,purple,purple-red,2B
M3,purple,purple-red,2B
M3,purple,purple-red,2B
M11,purple,purple-red,2B
M11,purple,purple-red,2B
M11,purple,purple-red,2B
4,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
27,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
2,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
27,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,blue,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
2,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,blue,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
11,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,blue,yellow-blue,1B
1,yellow,yellow-blue,1B
1,yellow,yellow-blue,1B
1,blue,yellow-blue,1B
6,yellow,yellow-blue,1B
6,blue,yellow-blue,1B
6,yellow,yellow-blue,1B
6,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,yellow,yellow-blue,1B
4,blue,yellow-blue,1B
4,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
3,blue,yellow-blue,1B
3,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
3,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
5,blue,yellow-blue,1B
3,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
3,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
3,blue,yellow-blue,1B
3,blue,yellow-blue,1B
3,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,blue,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
5,yellow,yellow-blue,1B
27,blue,yellow-blue,1B
27,yellow,yellow-blue,1B
27,red,purple-red,1B
3,purple,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
11,purple,purple-red,1B
7,red,purple-red,1B
27,red,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
5,red,purple-red,1B
7,red,purple-red,1B
11,red,purple-red,1B
5,purple,purple-red,1B
27,red,purple-red,1B
3,red,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
27,red,purple-red,1B
3,red,purple-red,1B
11,purple,purple-red,1B
3,purple,purple-red,1B
27,red,purple-red,1B
12,red,purple-red,1B
11,purple,purple-red,1B
5,purple,purple-red,1B
27,red,purple-red,1B
11,purple,purple-red,1B
12,red,purple-red,1B
27,red,purple-red,1B
12,purple,purple-red,1B
11,red,purple-red,1B
5,purple,purple-red,1B
27,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
5,red,purple-red,1B
5,purple,purple-red,1B
7,purple,purple-red,1B
12,red,purple-red,1B
5,purple,purple-red,1B
6,purple,purple-red,1B
27,red,purple-red,1B
11,red,purple-red,1B
6,red,purple-red,1B
12,purple,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
12,red,purple-red,1B
6,red,purple-red,1B
8,purple,purple-red,1B
11,purple,purple-red,1B
27,purple,purple-red,1B
7,red,purple-red,1B
12,purple,purple-red,1B
7,purple,purple-red,1B
8,purple,purple-red,1B
6,red,purple-red,1B
5,red,purple-red,1B
11,purple,purple-red,1B
5,purple,purple-red,1B
8,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
8,purple,purple-red,1B
12,purple,purple-red,1B
11,red,purple-red,1B
27,red,purple-red,1B
8,purple,purple-red,1B
11,red,purple-red,1B
6,red,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
12,red,purple-red,1B
8,red,purple-red,1B
12,red,purple-red,1B
27,red,purple-red,1B
8,purple,purple-red,1B
5,purple,purple-red,1B
12,red,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
5,purple,purple-red,1B
11,purple,purple-red,1B
6,purple,purple-red,1B
7,red,purple-red,1B
11,red,purple-red,1B
6,purple,purple-red,1B
11,purple,purple-red,1B
8,red,purple-red,1B
6,red,purple-red,1B
7,red,purple-red,1B
12,red,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
8,red,purple-red,1B
12,red,purple-red,1B
11,purple,purple-red,1B
12,red,purple-red,1B
11,red,purple-red,1B
7,purple,purple-red,1B
12,red,purple-red,1B
8,red,purple-red,1B
12,purple,purple-red,1B
8,red,purple-red,1B
27,purple,purple-red,1B
8,purple,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
8,red,purple-red,1B
27,red,purple-red,1B
3,purple,purple-red,1B
7,purple,purple-red,1B
8,purple,purple-red,1B
2,purple,purple-red,1B
12,purple,purple-red,1B
2,red,purple-red,1B
3,red,purple-red,1B
12,red,purple-red,1B
11,purple,purple-red,1B
3,red,purple-red,1B
12,purple,purple-red,1B
2,purple,purple-red,1B
8,red,purple-red,1B
12,red,purple-red,1B
3,purple,purple-red,1B
8,purple,purple-red,1B
11,purple,purple-red,1B
2,red,purple-red,1B
3,purple,purple-red,1B
8,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
11,red,purple-red,1B
12,red,purple-red,1B
2,purple,purple-red,1B
27,purple,purple-red,1B
11,purple,purple-red,1B
8,red,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
11,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
11,red,purple-red,1B
8,purple,purple-red,1B
11,purple,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
8,purple,purple-red,1B
27,red,purple-red,1B
11,purple,purple-red,1B
27,purple,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
12,red,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
27,red,purple-red,1B
12,red,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
12,red,purple-red,1B
27,red,purple-red,1B
12,red,purple-red,1B
27,red,purple-red,1B
12,purple,purple-red,1B
3,purple,purple-red,1B
12,red,purple-red,1B
3,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
5,purple,purple-red,1B
3,purple,purple-red,1B
5,purple,purple-red,1B
3,purple,purple-red,1B
12,red,purple-red,1B
3,purple,purple-red,1B
12,red,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
7,red,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
3,purple,purple-red,1B
27,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
3,purple,purple-red,1B
5,red,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
5,purple,purple-red,1B
3,purple,purple-red,1B
5,purple,purple-red,1B
5,red,purple-red,1B
5,purple,purple-red,1B
5,red,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
2,purple,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
2,red,purple-red,1B
28,purple,purple-red,1B
2,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
28,red,purple-red,1B
2,purple,purple-red,1B
28,purple,purple-red,1B
7,purple,purple-red,1B
7,purple,purple-red,1B
28,purple,purple-red,1B
28,purple,purple-red,1B
7,purple,purple-red,1B
28,purple,purple-red,1B
7,purple,purple-red,1B
28,purple,purple-red,1B
2,red,purple-red,1B
5,purple,purple-red,1B
28,purple,purple-red,1B
11,purple,purple-red,1B
28,purple,purple-red,1B
5,purple,purple-red,1B
11,purple,purple-red,1B
28,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
28,purple,purple-red,1B
11,purple,purple-red,1B
28,purple,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
28,purple,purple-red,1B
12,purple,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
28,purple,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
12,purple,purple-red,1B
27,red,purple-red,1B
12,purple,purple-red,1B
8,purple,purple-red,1B
28,purple,purple-red,1B
5,purple,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
3,purple,purple-red,1B
27,red,purple-red,1B
3,purple,purple-red,1B
27,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
27,red,purple-red,1B
3,purple,purple-red,1B
27,purple,purple-red,1B
3,purple,purple-red,1B
5,purple,purple-red,1B
28,purple,purple-red,1B
27,red,purple-red,1B
3,red,purple-red,1B
28,purple,purple-red,1B
5,purple,purple-red,1B
3,purple,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
3,purple,purple-red,1B
27,red,purple-red,1B
27,red,purple-red,1B
12,purple,purple-red,1B
27,red,purple-red,1B
12,purple,purple-red,1B
12,red,purple-red,1B
2,purple,purple-red,1B
28,purple,purple-red,1B
28,purple,purple-red,1B
12,purple,purple-red,1B
27,red,purple-red,1B
12,purple,purple-red,1B
27,purple,purple-red,1B
2,purple,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
28,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
3,purple,purple-red,1B
7,purple,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
28,purple,purple-red,1B
6,purple,purple-red,1B
28,purple,purple-red,1B
28,purple,purple-red,1B
6,purple,purple-red,1B
28,red,purple-red,1B
6,purple,purple-red,1B
28,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,red,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
12,purple,purple-red,1B
27,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
12,red,purple-red,1B
11,purple,purple-red,1B
12,red,purple-red,1B
11,purple,purple-red,1B
12,red,purple-red,1B
5,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
27,red,purple-red,1B
4,purple,purple-red,1B
27,purple,purple-red,1B
11,red,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
12,red,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
27,red,purple-red,1B
12,red,purple-red,1B
11,purple,purple-red,1B
3,purple,purple-red,1B
27,purple,purple-red,1B
27,purple,purple-red,1B
11,purple,purple-red,1B
28,purple,purple-red,1B
4,purple,purple-red,1B
7,purple,purple-red,1B
7,purple,purple-red,1B
7,purple,purple-red,1B
4,purple,purple-red,1B
4,red,purple-red,1B
3,purple,purple-red,1B
27,purple,purple-red,1B
3,purple,purple-red,1B
4,red,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
4,purple,purple-red,1B
3,purple,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
4,purple,purple-red,1B
11,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
7,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
3,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
7,purple,purple-red,1B
12,purple,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
12,red,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
6,purple,purple-red,1B
11,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
6,purple,purple-red,1B
4,red,purple-red,1B
4,purple,purple-red,1B
4,red,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
4,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
28,purple,purple-red,1B
28,purple,purple-red,1B
28,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
28,purple,purple-red,1B
11,purple,purple-red,1B
11,red,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
6,purple,purple-red,1B
12,purple,purple-red,1B
6,purple,purple-red,1B
11,purple,purple-red,1B
6,red,purple-red,1B
12,red,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
27,purple,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
27,purple,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
27,purple,purple-red,1B
27,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
27,purple,purple-red,1B
27,purple,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
27,purple,purple-red,1B
5,red,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
12,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
6,purple,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
3,purple,purple-red,1B
12,purple,purple-red,1B
3,purple,purple-red,1B
3,red,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
27,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
27,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
3,purple,purple-red,1B
7,purple,purple-red,1B
7,purple,purple-red,1B
7,purple,purple-red,1B
5,purple,purple-red,1B
12,purple,purple-red,1B
27,purple,purple-red,1B
12,red,purple-red,1B
12,purple,purple-red,1B
4,purple,purple-red,1B
12,purple,purple-red,1B
5,purple,purple-red,1B
11,purple,purple-red,1B
12,purple,purple-red,1B
4,purple,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
4,purple,purple-red,1B
12,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
4,purple,purple-red,1B
5,purple,purple-red,1B
4,purple,purple-red,1B
5,red,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
4,purple,purple-red,1B
5,purple,purple-red,1B
4,purple,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
4,purple,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
4,purple,purple-red,1B
6,purple,purple-red,1B
4,purple,purple-red,1B
5,purple,purple-red,1B
5,red,purple-red,1B
4,red,purple-red,1B
4,purple,purple-red,1B
4,red,purple-red,1B
4,purple,purple-red,1B
8,red,purple-red,1B
8,red,purple-red,1B
8,purple,purple-red,1B
8,red,purple-red,1B
8,purple,purple-red,1B
8,red,purple-red,1B
8,red,purple-red,1B
8,purple,purple-red,1B
5,purple,purple-red,1B
8,red,purple-red,1B
8,purple,purple-red,1B
8,red,purple-red,1B
8,red,purple-red,1B
8,purple,purple-red,1B
12,purple,purple-red,1B
12,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
5,purple,purple-red,1B
27,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
5,purple,purple-red,1B
27,red,purple-red,1B
27,purple,purple-red,1B
7,purple,purple-red,1B
5,purple,purple-red,1B
12,purple,purple-red,1B
5,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
27,purple,purple-red,1B
12,purple,purple-red,1B
6,purple,purple-red,1B
12,purple,purple-red,1B
6,purple,purple-red,1B
11,purple,purple-red,1B
11,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
8,purple,purple-red,1B
8,red,purple-red,1B
8,red,purple-red,1B
8,purple,purple-red,1B
8,purple,purple-red,1B
6,purple,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
6,purple,purple-red,1B
6,red,purple-red,1B
5,purple,purple-red,1B
4,purple,purple-pink,1B
